imdb_rating,languages,movieId,plot,poster,released,runtime,title
7.6,English,3069,"From the Pullizer Prize winning play by Paul Zindel, this is the story of Beatrice Hunsdorfer and her daughters, Ruth and Matilda. A middle-aged widowed eccentric, Beatrice is looking for ...",https://image.tmdb.org/t/p/w440_and_h660_face/3Q7BrDbXymPhxiUwUZO5sFosGNY.jpg,1973-05-30,100,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The"
6.4,English,3070,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",https://image.tmdb.org/t/p/w440_and_h660_face/jWZh2ChereoxKgTl3AmSAKNpnmO.jpg,1984-08-10,103,"Adventures of Buckaroo Banzai Across the 8th Dimension, The"
7.3,English,3071,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout prone students to learn calculus.",https://image.tmdb.org/t/p/w440_and_h660_face/coNtFCk0qxlH7hA4P4MQisTheIH.jpg,1988-03-11,103,Stand and Deliver
7.1,English,3072,"Loretta Castorini, a book keeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",https://image.tmdb.org/t/p/w440_and_h660_face/kEIyGesbqv0h736HIH4r72mGDYF.jpg,1988-01-15,102,Moonstruck
7.6,English,3074,"A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians, and proves to be a match for their warriors in one-on-one combat on the early frontier.",https://image.tmdb.org/t/p/w440_and_h660_face/tFiA48c0pqDAv34r9TB4OVGntZz.jpg,1972-09-10,108,Jeremiah Johnson
7.8,English,3075,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,https://image.tmdb.org/t/p/w440_and_h660_face/goeiyoq9mlvcq0HmpRQsuApa9QZ.jpg,1965-10-03,105,Repulsion
7.4,English,3076,"In Paris, an ex-cop falls in love with a prostitute, and tries to get her out of that life by paying for all of her time. Not so easy...",https://image.tmdb.org/t/p/w440_and_h660_face/5TgL8ql6WwXWmX4EvBL4geJ7gx5.jpg,1963-06-05,147,Irma la Douce
8.3,English,3077,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,https://image.tmdb.org/t/p/w440_and_h660_face/waXG2AmReCLVHtMhB7GirV5SFDj.jpg,1998-07-21,139,42 Up
7.1,English,3078,"Anti-Semitism, race relations, coming of age, and fathers and sons: in Baltimore from fall, 1954, to fall, 1955. Racial integration comes to the high school, TV is killing burlesque, and ...",https://image.tmdb.org/t/p/w440_and_h660_face/pFcUURqmwvvyq0eFzvDun8daPMX.jpg,1999-12-31,127,Liberty Heights
7.1,English,3079,"At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral ...",https://image.tmdb.org/t/p/w440_and_h660_face/609v9mxhT0Am7X4KWgNa0bJF0mq.jpg,1999-12-25,112,Mansfield Park
7.4,English,3081,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the Headless Horseman.",https://image.tmdb.org/t/p/w440_and_h660_face/660DFxWpSfZ1d1PruZ6Nd9vKXNE.jpg,1999-11-19,105,Sleepy Hollow
6.4,English,3082,"James Bond uncovers a nuclear plot when he protects an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",https://image.tmdb.org/t/p/w440_and_h660_face/bc1MIdWr8Y9RsfD9Qq7932prh5v.jpg,1999-11-19,128,"World Is Not Enough, The"
7.9,Spanish,3083,"Young Esteban wants to become a writer and also to discover the identity of his father, carefully concealed by his mother Manuela.",https://image.tmdb.org/t/p/w440_and_h660_face/9Z1kGuWJrjdYYeot2NJsVdYrF0b.jpg,2000-03-31,101,All About My Mother (Todo sobre mi madre)
7.4,English,3086,"Ollie Dee and Stanley Dum try to borrow money from their employer, the toymaker, to pay off the mortgage on Mother Peep's shoe and keep it and Little Bo Peep from the clutches of the evil ...",https://image.tmdb.org/t/p/w440_and_h660_face/bO98Ij86ZvZYGpjIKglptHyh3QX.jpg,1934-12-14,77,Babes in Toyland
7,English,3087,"A selfish, cynical T.V. executive is haunted by three spirits bearing lessons on Christmas Eve.",https://image.tmdb.org/t/p/w440_and_h660_face/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg,1988-11-23,101,Scrooged
8.1,English,3088,"Due to his insistence that he has an invisible six-foot rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",https://image.tmdb.org/t/p/w440_and_h660_face/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,1950-10-13,104,Harvey
8.4,Italian,3089,"Set in Post-WWII Italy, a working class man's bicycle is stolen. He and his son set out to find it.",https://image.tmdb.org/t/p/w440_and_h660_face/7ZiSTZN5FWsphVmlwFVFfn5EOl.jpg,1949-12-13,89,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette)
7.9,English,3090,A labor union organizer comes to an embattled mining community brutally and violently dominated and harassed by the mining company.,https://image.tmdb.org/t/p/w440_and_h660_face/kdQ2MCsrsC39Ta9x05sWOb9wi5B.jpg,1988-06-30,135,Matewan
8,Japanese,3091,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,https://image.tmdb.org/t/p/w440_and_h660_face/92Jv6K8prJ3LvNrO9GzB3VCpC1w.jpg,1980-10-10,162,Kagemusha
7.7,English,3093,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.",https://image.tmdb.org/t/p/w440_and_h660_face/oR839yRsFAiQHwJ78hdKZYjEBg8.jpg,1971-06-24,120,McCabe & Mrs. Miller
7.8,English,3094,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",https://image.tmdb.org/t/p/w440_and_h660_face/4MI2y8XViPrDiKs1p0QC4bTeZzf.jpg,1987-09-18,140,Maurice
8.1,English,3095,"A poor Midwest family is forced off of their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",https://image.tmdb.org/t/p/w440_and_h660_face/yWTUmQMxCzbEw841wJ1SfAgiXCD.jpg,1940-03-15,129,"Grapes of Wrath, The"
6.3,,3096,"The eccentric Bullock household again need a new butler. Daughter Irene encounters bedraggled Godfrey Godfrey at the docks and, fancying him and noticing his obviously good manners, gets ...",https://image.tmdb.org/t/p/w440_and_h660_face/5D4Ia5G6CS8FAok4WoeToF6ayBk.jpg,,92,My Man Godfrey
8.1,English,3097,"Two employees at a gift shop can barely stand one another, without realizing that they're falling in love through the post as each other's anonymous pen pal.",https://image.tmdb.org/t/p/w440_and_h660_face/bvTCgevhkxaUOJdMf20bYhXJYcU.jpg,1940-01-12,99,"Shop Around the Corner, The"
7.5,English,3098,An unknown comes out of seemingly nowhere to become a legendary player with almost divine talent.,https://image.tmdb.org/t/p/w440_and_h660_face/t8Vbm3554wXyL9SXvG8UcBUAvR9.jpg,1984-05-11,138,"Natural, The"
6.3,English,3099,Lovers undo a hairdresser from Beverly Hills around Election Eve in 1968.,https://image.tmdb.org/t/p/w440_and_h660_face/6jmFvXPV6OhtX3AkAVnH7rwdeUJ.jpg,1975-03-13,109,Shampoo
7.3,English,3100,"The story about two sons of a stern minister -- one reserved, one rebellious -- growing up in rural Montana while devoted to fly fishing.",https://image.tmdb.org/t/p/w440_and_h660_face/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg,1992-10-30,123,"River Runs Through It, A"
6.9,English,3101,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,https://image.tmdb.org/t/p/w440_and_h660_face/Z7n0gaXHn8ORNhfNz2RqMutDn7.jpg,1987-09-18,119,Fatal Attraction
6.4,English,3102,San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires ...,https://image.tmdb.org/t/p/w440_and_h660_face/3824A9o0jZ4ibSY7Pt7t0eK9y9e.jpg,1985-10-04,108,Jagged Edge
6.3,English,3103,A struggling widow falls in love with an illiterate short-order cook whom she teaches to read and write in her kitchen each night.,https://image.tmdb.org/t/p/w440_and_h660_face/ydDNS3aCnBWOT9jQiEVmN56rk2i.jpg,1990-02-09,104,Stanley & Iris
7.6,English,3104,"An accountant is chased by bounty hunters, the FBI, and the Mafia after jumping bail.",https://image.tmdb.org/t/p/w440_and_h660_face/avLXoDhPPbKgdOU7wsoVlOzYfUP.jpg,1988-07-20,126,Midnight Run
7.8,English,3105,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",https://image.tmdb.org/t/p/w440_and_h660_face/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg,1991-01-11,121,Awakenings
6.7,English,3106,"Portraying one of the shadier details of American history, this is the story of Jack McGurn, who comes to Los Angeles in 1936. He gets a job at a movie theatre in Little Tokyo and falls in ...",https://image.tmdb.org/t/p/w440_and_h660_face/iNuL3bUbxnjk1A0TDjaYIdR0Y6x.jpg,1991-01-01,138,Come See the Paradise
6.7,English,3107,Two Chicago firefighter brothers who don't get along have to work together while a dangerous arsonist is on the loose.,https://image.tmdb.org/t/p/w440_and_h660_face/bymJtYNIdiAiBR1LRetaJXbfryc.jpg,1991-05-24,137,Backdraft
7.6,English,3108,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",https://image.tmdb.org/t/p/w440_and_h660_face/5mb1IV53luUNTRyF3TSC77X1KZs.jpg,1991-09-27,137,"Fisher King, The"
6.3,English,3109,"A farming family battles severe storms, a bank is threatening to repossess their farm, and there are other hard times in a battle to save and hold on to their farm.",https://image.tmdb.org/t/p/w440_and_h660_face/36p9wveu5JSiRS0jYDMU4i0E8wx.jpg,1985-01-11,122,"River, The"
6.8,English,3110,"Gilbert Ivy and his wife Jewell are farmers. They seem to be working against the odds, producing no financial surplus. Gilbert has lost hope of ever becoming prosperous, but his wife ...",https://image.tmdb.org/t/p/w440_and_h660_face/2lcDRkDJVtFt06Z1oueZtobcJJz.jpg,1984-09-29,105,Country
7.3,English,3111,"In 1930's Southern US, a widow and her family try to run their cotton farm with the help of a disparate group of friends.",https://image.tmdb.org/t/p/w440_and_h660_face/jnZeqNLVkh1lZSpOzfO76Z37Dpe.jpg,1984-10-05,111,Places in the Heart
7.6,English,3112,"What would you do if someone you loved sat down with you one night and calmly told you that they were going to end their life before morning? This is Thelma Cates' dilemma. Her daughter, ...",https://image.tmdb.org/t/p/w440_and_h660_face/xdTkpCH0JyM3FyEysdgJ2UvEeAR.jpg,1987-01-29,96,'night Mother
5.7,English,3113,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.",https://image.tmdb.org/t/p/w440_and_h660_face/tUwmnPpKvGQGQseqZ1VRQTSAQEd.jpg,1999-11-24,121,End of Days
7.9,English,3114,"When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting.",https://image.tmdb.org/t/p/w440_and_h660_face/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg,1999-11-24,92,Toy Story 2
6.4,English,3115,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,https://image.tmdb.org/t/p/w440_and_h660_face/fkwkkUnaTmhaWt2OGBRepYr7yB5.jpg,1999-11-24,112,Flawless
6.4,English,3116,A footman seduces a count's daughter.,https://image.tmdb.org/t/p/w440_and_h660_face/7eBM9T0CKZpy59dIsvAg4GArTg8.jpg,2000-09-01,103,Miss Julie
6.8,English,3117,"Jake Roedel and Jack Bull Chiles are friends in Missouri when the Civil War starts. Women and Blacks have few rights. Jack Bull's dad is killed by Union soldiers, so the young men join the ...",https://image.tmdb.org/t/p/w440_and_h660_face/pH3J5IUzho4ZVaRuTuErzqHHovb.jpg,1999-11-05,138,Ride with the Devil
6.7,English,3118,A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom...,https://image.tmdb.org/t/p/w440_and_h660_face/2SdW45O7bPDTe0zLzNHhEcacNAk.jpg,2000-03-03,102,Tumbleweeds
5.8,English,3120,"A Florida con man uses the passing of the long time Congressman from his district who he just happens to share a name with, to get elected to his version of paradise, Congress, where the ...",https://image.tmdb.org/t/p/w440_and_h660_face/y3My9cffkAAtt0lxsaXfdGSf3QZ.jpg,1992-12-04,112,"Distinguished Gentleman, The"
7,English,3121,Two fishermen pick up a psychotic escaped convict who tells them that he intends to murder them when the ride is over.,https://image.tmdb.org/t/p/w440_and_h660_face/9ORvQWC2o0FwIEl6zYU1jw9qH0X.jpg,1953-10-16,71,"Hitch-Hiker, The"
6.3,English,3122,"In 1854, Jeb Stuart, George Custer and other graduates from West Point are posted to Kansas to help pacify the territory before railroad construction to Santa Fe can resume.",https://image.tmdb.org/t/p/w440_and_h660_face/xpDrAjAb78alXCNnvrxONeCh92E.jpg,1940-12-28,110,Santa Fe Trail
7.2,English,3125,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. ...",https://image.tmdb.org/t/p/w440_and_h660_face/mo37AQBil0947qv1YpOSEh5NgGS.jpg,2000-01-21,102,"End of the Affair, The"
5.9,English,3127,"While on a journey of discovery in exotic India, beautiful young Ruth Barron falls under the influence of a charismatic religious guru. Her desperate parents then hire PJ Waters, a macho ...",https://image.tmdb.org/t/p/w440_and_h660_face/nGowjHJdy59gMtEo8GPRWY6382Z.jpg,2000-02-18,115,Holy Smoke
6.7,English,3128,A woman's life falls apart after she's blamed for an accident on her property.,https://image.tmdb.org/t/p/w440_and_h660_face/9dZZ6DjE5l8lyP8Gxc9LEnaJVkB.jpg,2000-01-21,125,"Map of the World, A"
7.3,English,3129,"In the 1930s, jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute woman.",https://image.tmdb.org/t/p/w440_and_h660_face/23S5qa8j3ajYnERcYCqMLfSeOvw.jpg,2000-03-10,95,Sweet and Lowdown
5.4,English,3130,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight, and attracting the interest of a down and out reporter.",https://image.tmdb.org/t/p/w440_and_h660_face/8pUZknlAD3hZlw69EaAgqBD2Dxc.jpg,1990-12-21,125,Bonfire of the Vanities
7.3,English,3133,With little luck at keeping a job in the city a New Yorker tries work in the country and eventually finds his way leading a herd of cattle to the West Coast.,https://image.tmdb.org/t/p/w440_and_h660_face/chZ6GbfTIKgD6nYmUKZScDAnIo8.jpg,1925-11-01,68,Go West
8.2,French,3134,"During the first World War, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are sent to a seemingly impenetrable fortress which seems impossible to escape from.",https://image.tmdb.org/t/p/w440_and_h660_face/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,1938-09-12,114,Grand Illusion (La grande illusion)
7.2,English,3135,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.",https://image.tmdb.org/t/p/w440_and_h660_face/hmQ28zCwiXWEYJ6AJneELQ6NaKe.jpg,1979-10-26,115,"Great Santini, The"
6.3,English,3136,"This documentary, which was undertaken soon after James Dean's death, looks at Dean's life through the use of still photographs with narration, and interviews with many of the people ...",https://image.tmdb.org/t/p/w440_and_h660_face/gVcXpROvkeXq7TifuvSSpeIGsEr.jpg,1957-12-30,81,"James Dean Story, The"
6.8,English,3138,Mark Harmon is a washed-up baseball player who is called back home to handle the ashes of his childhood sweetheart/ first love who had committed suicide. As he searches for what to do with ...,https://image.tmdb.org/t/p/w440_and_h660_face/1Ra7steAFx9gqjfwWFyfGclE1lf.jpg,1988-08-26,98,Stealing Home
7.2,,3140,The misadventures of Buster in three separate historical periods.,https://image.tmdb.org/t/p/w440_and_h660_face/1xWJWo7FeL6KWvHHiXAnNiqUuUp.jpg,1923-09-24,63,Three Ages
6.1,English,3141,The sequel to Chinatown (1974) finds Jake Gittes investigating adultery and murder... and the money that comes from oil.,https://image.tmdb.org/t/p/w440_and_h660_face/yIVkNzi08VNs8aFd5uxGHDI29Fg.jpg,1990-08-10,137,"Two Jakes, The"
7.4,English,3142,A documentary of Irish rock group U2's Fall 1987 tour of North America.,https://image.tmdb.org/t/p/w440_and_h660_face/pbtXFDVC7dPKD69qrBQWrOCInyM.jpg,1988-11-04,99,U2: Rattle and Hum
7.4,English,3143,"During World War II, an American pilot and a marooned Japanese navy captain are deserted on a small uninhabited island in the Pacific Ocean. There, they must cease their hostility and cooperate if they want to survive, but will they?",https://image.tmdb.org/t/p/w440_and_h660_face/sMLt0n4obIkO0mHEvQyZ0AqmHAw.jpg,1968-12-18,103,Hell in the Pacific
6.5,English,3144,"After a series of misunderstandings, the head of an aerospace research laboratory begins to suspect his new girlfriend is a Russian spy.",https://image.tmdb.org/t/p/w440_and_h660_face/jlj5rCl7jfW7QskJ1vucd7j5n5M.jpg,1966-06-09,110,"Glass Bottom Boat, The"
6.9,English,3145,"A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production.",https://image.tmdb.org/t/p/w440_and_h660_face/1fTdEqJFZMSTRtZSnT2IL3MibvW.jpg,2000-01-21,132,Cradle Will Rock
5.7,English,3146,A man becomes a male gigolo after being mistaken for one while housesitting a male gigolo's house.,https://image.tmdb.org/t/p/w440_and_h660_face/1ETiPu6Nfn6X7wlDP5yip84n8cX.jpg,1999-12-10,88,Deuce Bigalow: Male Gigolo
8.5,English,3147,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",https://image.tmdb.org/t/p/w440_and_h660_face/velWPhVMQeQKcxggNEU8YmIo52R.jpg,1999-12-10,189,"Green Mile, The"
7.4,English,3148,"A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",https://image.tmdb.org/t/p/w440_and_h660_face/xn7skHyWyXcvE37ZiCVD0b39XZI.jpg,2000-01-07,126,"Cider House Rules, The"
7.4,English,3150,"An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret.",https://image.tmdb.org/t/p/w440_and_h660_face/9kaSTeW12yEwEapZ6PnYUPz6GDX.jpg,1999-06-11,98,"War Zone, The"
8.1,English,3152,"A group of 1950s high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both economically and culturally.",https://image.tmdb.org/t/p/w440_and_h660_face/sq2HpOW7PLWmOcofQrA9NoEyZI0.jpg,1971-10-22,118,"Last Picture Show, The"
7.2,English,3153,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",https://image.tmdb.org/t/p/w440_and_h660_face/mzEFF9YRN13HLz6Cq7jMYR8aHVb.jpg,1958-12-23,88,"7th Voyage of Sinbad, The"
6.7,English,3155,"The story of the romance between the King of Siam and widowed British schoolteacher, Anna Leonowens, during the 1860s.",https://image.tmdb.org/t/p/w440_and_h660_face/PIlOkljucv7HnvATbn4JwrAvSn.jpg,1999-12-17,148,Anna and the King
6.8,English,3156,An android endeavors to become human as he gradually acquires emotions.,https://image.tmdb.org/t/p/w440_and_h660_face/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg,1999-12-17,132,Bicentennial Man
5.9,English,3157,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",https://image.tmdb.org/t/p/w440_and_h660_face/jQ1ONtcKGKmqSn9V2bLwF1wYF3F.jpg,1999-12-17,84,Stuart Little
7.3,Mandarin,3158,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering.",https://image.tmdb.org/t/p/w440_and_h660_face/7GozwptF6MEkylm6Yz4gkAcF815.jpg,1998-11-14,162,"Emperor and the Assassin, The (Jing ke ci qin wang)"
7.3,English,3159,An update of the original film with new interpretations of great works of classical music.,https://image.tmdb.org/t/p/w440_and_h660_face/kZicw4AL5TQqrJj2o4HW3VdRk6W.jpg,2000-06-16,74,Fantasia 2000
8,English,3160,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",https://image.tmdb.org/t/p/w440_and_h660_face/xTVRID4mDgv5w1YIxVxRN6ciyHj.jpg,2000-01-07,188,Magnolia
6.9,English,3161,"In the opulent St. Petersburg of the Empire period, Eugene Onegin is a jaded but dashing aristocrat - a man often lacking in empathy, who suffers from restlessness, melancholy and, finally,...",https://image.tmdb.org/t/p/w440_and_h660_face/viGwEQDpzImbziJTDnB9byLyyRL.jpg,1999-11-19,106,Onegin
7.4,English,3163,"After Gilbert and Sullivan's latest play is critically panned, the frustrated team threatens to disband until it is inspired to write the masterpiece The Mikado.",https://image.tmdb.org/t/p/w440_and_h660_face/C8kJT2X0n4vbYnq94uZLDjxogL.jpg,2000-02-11,154,Topsy-Turvy
4.9,English,3165,A pair of sociopath killers take on the police and the mob in order to make one last big score.,https://image.tmdb.org/t/p/w440_and_h660_face/xAbdbXLitLxBKzH6r9ACSLAFEXl.jpg,1993-04-16,92,Boiling Point
4.6,English,3166,"Mike is a struggling artist who draws the 'Brenda Starr' strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get...",https://image.tmdb.org/t/p/w440_and_h660_face/lM5ZVv8EXTmVIg5sUideLRXnRST.jpg,1992-04-15,93,Brenda Starr
7,English,3167,"The concurrent sexual lives of best friends Jonathan and Sandy are presented, those lives which are affected by the sexual mores of the time and their own temperament, especially in ...",https://image.tmdb.org/t/p/w440_and_h660_face/kwUOsLDIPuKhrtWeUmpR4dZ3MYu.jpg,1971-10-21,98,Carnal Knowledge
7.4,English,3168,Two counterculture bikers travel from Los Angeles to New Orleans in search of America.,https://image.tmdb.org/t/p/w440_and_h660_face/xfCjoGUKbAX71XFm8cfu0jvAWeo.jpg,1969-06-26,95,Easy Rider
6.8,English,3169,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,https://image.tmdb.org/t/p/w440_and_h660_face/2XzTPnfNgZlWdNTnxaLdZpVcJML.jpg,1985-02-08,131,The Falcon and the Snowman
7.7,English,3171,"An ambitious young accountant schemes to wed a wealthy factory owner's daughter, despite falling in love with a married older woman.",https://image.tmdb.org/t/p/w440_and_h660_face/uuyruoqh7oBtjwN1mJyOF04CPjO.jpg,1959-01-22,115,Room at the Top
6.8,English,3173,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,https://image.tmdb.org/t/p/w440_and_h660_face/eiWm5abcED5wKPV5LoXgfFoMpLK.jpg,1999-12-22,162,Any Given Sunday
7.4,English,3174,"The life and career of a legendary comedian, Andy Kaufman.",https://image.tmdb.org/t/p/w440_and_h660_face/62N50cHlTOjUEY2XI1CGWHAU6Xg.jpg,1999-12-22,118,Man on the Moon
7.3,English,3175,The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help.,https://image.tmdb.org/t/p/w440_and_h660_face/fZXSwgZknp81vmciTb86rw0MejV.jpg,1999-12-25,102,Galaxy Quest
7.3,English,3176,"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.",https://image.tmdb.org/t/p/w440_and_h660_face/erGOHMI4wpoHQRLUGt3Qjx3fhCd.jpg,1999-12-25,139,"Talented Mr. Ripley, The"
6.1,English,3177,Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.,https://image.tmdb.org/t/p/w440_and_h660_face/dP4fYCGQZzg17ta7FvLwJVCwwt9.jpg,2000-01-12,98,Next Friday
7.6,English,3178,"The story of Rubin Hurricane Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",https://image.tmdb.org/t/p/w440_and_h660_face/eOzbt7KsqTC8gcjJMxcQnr89cxJ.jpg,2000-01-14,146,"Hurricane, The"
7.3,English,3179,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ...",https://image.tmdb.org/t/p/w440_and_h660_face/9JKb7zUbSkGPE0fae9RHGfmMHiK.jpg,2000-01-21,145,Angela's Ashes
5.4,English,3180,Two best friends and former middleweight contenders travel to Las Vegas to fight each other for the first time.,https://image.tmdb.org/t/p/w440_and_h660_face/3KpGOhldF0HiKK7j3R2jevGvBT5.jpg,2000-01-21,124,Play it to the Bone
7.3,English,3181,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.",https://image.tmdb.org/t/p/w440_and_h660_face/82mCeQoeT2C7h7vR6Ot9MQotE1R.jpg,2000-02-11,162,Titus
7.5,English,3182,A cinematic portrait of the life and career of the infamous American execution device designer and holocaust denier.,https://image.tmdb.org/t/p/w440_and_h660_face/6k2BXIwfKv10PIV3LHzgV4OFfNO.jpg,2000-01-14,91,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
6.6,English,3183,"The Vatican sends a priest to verify some miracles, performed by a woman who has been nominated for sainthood. During his investigation, the priest, who is experiencing a crisis of faith, ...",https://image.tmdb.org/t/p/w440_and_h660_face/mW96cgjejxCnvCoeD1hJq3s3Esa.jpg,2000-04-20,119,"Third Miracle, The"
6.8,English,3185,"A U.S. Japanese fisherman may have killed his neighbor Carl at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.",https://image.tmdb.org/t/p/w440_and_h660_face/jLBvJ5IPqjUvBRo5R4wsGdsSdQk.jpg,2000-01-07,127,Snow Falling on Cedars
7.3,English,3186,Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the 1960s.,https://image.tmdb.org/t/p/w440_and_h660_face/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg,2000-01-14,127,"Girl, Interrupted"
7.6,English,3188,"The life and career of Hank Greenberg, the first major Jewish baseball star in the Major Leagues.",https://image.tmdb.org/t/p/w440_and_h660_face/TjuQD2mk4obqZl42R6puzrE5pO.jpg,2000-07-21,90,"Life and Times of Hank Greenberg, The"
7,English,3189,"A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.",https://image.tmdb.org/t/p/w440_and_h660_face/A3TafOveMdmc1mzjCrmMBNa3oQ2.jpg,2000-03-03,95,My Dog Skip
4.8,English,3190,"Supernova chronicles the search and rescue patrol of a medical ship in deep space in the early 22nd century and its six-member crew which includes a Captain and Pilot, a co-pilot, a medical...",https://image.tmdb.org/t/p/w440_and_h660_face/yLat706hpDeiiihj8CremlPjotb.jpg,2000-01-14,90,Supernova
7.2,Tamil,3192,"A young female terrorist goes on a suicide assassination mission, but her resolve to complete it is put to the test.",https://image.tmdb.org/t/p/w440_and_h660_face/1gMccHZ6Ov37MphOE2w8C3V5pJp.jpg,2000-10-19,95,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)"
7.1,English,3194,"Two desperate people have a wonderful romance, but their political views and convictions drive them apart.",https://image.tmdb.org/t/p/w440_and_h660_face/p2R8CjUEsjJ3hYi5omQXK24Nyj2.jpg,1973-10-19,118,"Way We Were, The"
8.1,English,3196,"When two escaping American World War II prisoners are killed, the German POW camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",https://image.tmdb.org/t/p/w440_and_h660_face/lfve9FDKjT7JPbWI9NCs5340F79.jpg,1953-08-10,120,Stalag 17
5.9,English,3197,Jay Austin is now a civilian police detective. Colonel Caldwell was his commanding officer years before when he left the military police over a disagreement over the handling of a drunk ...,https://image.tmdb.org/t/p/w440_and_h660_face/pHYtq4wFaUy5Rfa8lRi24QMUwRY.jpg,1988-06-10,97,"Presidio, The"
